id,fecha,franja_hora,gravedad,sexo,edad,vehiculo_1,vehiculo_2,direccion_normalizada,tipo_calle,comuna,latitud,longitud
2017-0008,2017-01-16,0,FATAL,M,29,MOTO,TRANSPORTE PUBLICO,"CABRERA, JOSE A. y BONPLAND",CALLE,14,-34.58494351,-58.43917004
2017-0009,2017-01-16,13,FATAL,M,36,MOTO,TRANSPORTE PUBLICO,AUTOPISTA 25 DE MAYO y BOEDO AV.,AUTOPISTA,5,-34.62743346,-58.41595919
2017-0010,2017-01-16,16,FATAL,M,23,MOTO,AUTOMOVIL,DIRECTORIO AV. y RIGLOS,AVENIDA,6,-34.62828656,-58.43564880
2017-0011,2017-01-22,2,FATAL,F,29,MOTO,OTRO,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",GRAL PAZ,12,-34.54979510,-58.50073810
2017-0012,2017-01-24,14,FATAL,M,30,MOTO,TRANSPORTE PUBLICO,"TRAFUL y TABORDA, DIOGENES",CALLE,4,-34.65055290,-58.40969005
2017-0013,2017-01-27,7,FATAL,M,4,PEATON,TRANSPORTE PUBLICO,"IRIARTE, GRAL. AV. 3055",AVENIDA,4,-34.65098981,-58.38972622
2017-0014,2017-01-28,8,FATAL,F,22,MOTO,OTRO,DONADO y ARIAS,AVENIDA,12,-34.55046754,-58.49185972
2017-0015,2017-02-02,15,FATAL,M,82,PEATON,AUTOMOVIL,CORDOBA AV. y CALLAO AV.,AVENIDA,2,-34.59963642,-58.39293417
2017-0016,2017-02-03,5,FATAL,M,27,MOTO,TRANSPORTE PUBLICO,AUTOPISTA 25 DE MAYO KM. 8.3,AUTOPISTA,1,-34.62288231,-58.38099494
2017-0017,2017-02-06,8,FATAL,M,32,MOTO,AUTOMOVIL,"JUSTO, JUAN B. AV. y PARAGUAY",AVENIDA,14,-34.58095431,-58.42901200
2017-0018,2017-02-09,7,FATAL,M,30,MOTO,AUTOMOVIL,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",GRAL PAZ,9,-34.66977709,-58.50877521
2017-0021,2017-02-18,5,FATAL,M,43,MOTO,TRANSPORTE PUBLICO,SARMIENTO y LIBERTAD,CALLE,1,-34.60509972,-58.38362373
2017-0024,2017-02-23,20,FATAL,M,39,PEATON,TRANSPORTE PUBLICO,RIVADAVIA AV. 7121,AVENIDA,7,-34.62955795,-58.46589308
2017-0025,2017-02-24,17,FATAL,M,23,MOTO,SD,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y RIVERA INDARTE AV.",AVENIDA,7,-34.65424640,-58.43614426
2017-0026,2017-02-26,5,FATAL,F,23,AUTOMOVIL,OTRO,"MORENO, PERITO AV. y FOURNIER",AVENIDA,4,-34.64979057,-58.41842777
2017-0026,2017-02-26,5,FATAL,M,19,AUTOMOVIL,OTRO,"MORENO, PERITO AV. y FOURNIER",AVENIDA,4,-34.64979057,-58.41842777
2017-0027,2017-02-26,21,FATAL,M,34,PEATON,AUTOMOVIL,CASEROS AV. 1429,AVENIDA,1,-34.63193250,-58.38332245
2017-0028,2017-02-28,9,FATAL,M,87,PEATON,AUTOMOVIL,GAONA AV. y FRAGATA PRES. SARMIENTO,AVENIDA,6,-34.61196327,-58.45475488
2017-0029,2017-03-07,2,FATAL,M,34,SD,AUTOMOVIL,MOZART y TANDIL,CALLE,9,-34.64742455,-58.48501341
2017-0030,2017-03-07,8,FATAL,F,27,AUTOMOVIL,TRANSPORTE PUBLICO,MOZART y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,AVENIDA,9,-34.65872088,-58.47010988
2017-0031,2017-03-11,1,FATAL,M,70,AUTOMOVIL,OTRO,24 DE NOVIEMBRE y PAVON,CALLE,3,-34.62873635,-58.40997560
2017-0032,2017-03-12,5,FATAL,F,40,AUTOMOVIL,AUTOMOVIL,"PAZ, GRAL. AV. y LOS CEDROS",GRAL PAZ,8,-34.68359163,-58.48892175
2017-0033,2017-03-12,7,FATAL,M,28,AUTOMOVIL,AUTOMOVIL,"PAZ, GRAL. AV. y GUTIERREZ, RICARDO",GRAL PAZ,11,-34.60325478,-58.52466448
2017-0034,2017-03-13,7,FATAL,M,43,PEATON,AUTOMOVIL,GODOY CRUZ 2651,CALLE,14,-34.57929036,-58.42554218
2017-0035,2017-03-23,5,FATAL,M,28,AUTOMOVIL,OTRO,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",AVENIDA,1,-34.61113641,-58.35881506
2017-0035,2017-03-23,5,FATAL,M,32,AUTOMOVIL,OTRO,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",AVENIDA,1,-34.61113641,-58.35881506
2017-0035,2017-03-23,5,FATAL,M,30,AUTOMOVIL,OTRO,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",AVENIDA,1,-34.61113641,-58.35881506
2017-0036,2017-03-29,18,FATAL,F,31,MOTO,TRANSPORTE PUBLICO,"PAZ, GRAL. AV. y CAMPANA",GRAL PAZ,12,-34.58159762,-58.51452347
2017-0036,2017-03-29,18,FATAL,M,20,MOTO,TRANSPORTE PUBLICO,"PAZ, GRAL. AV. y CAMPANA",GRAL PAZ,12,-34.58159762,-58.51452347
2017-0037,2017-03-31,3,FATAL,M,41,MOTO,TRANSPORTE PUBLICO,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",AVENIDA,1,-34.61799615,-58.38896772
2017-0038,2017-04-01,19,FATAL,F,40,MOTO,AUTOMOVIL,CASTAÃ‘ARES AV. y LAUTARO,AVENIDA,7,-34.64363363,-58.44516857
2017-0040,2017-04-03,9,FATAL,M,43,AUTOMOVIL,OTRO,"GUIRALDES, INT. 2699",AVENIDA,13,-34.54560369,-58.43834197
2017-0041,2017-04-03,23,LEVE - SIN LESIONES,M,17,MOTO,AUTOMOVIL,"FERNANDEZ MORENO, BALDOMERO 2186",CALLE,7,-34.63531854,-58.45485084
2017-0042,2017-04-10,9,FATAL,M,29,MOTO,TRANSPORTE PUBLICO,"LUGONES, LEOPOLDO AV.",GRAL PAZ,14,.,.
2017-0045,2017-04-14,6,FATAL,M,21,MOTO,OTRO,NOGOYA 5940,CALLE,10,-34.62454175,-58.52449285
2017-0047,2017-04-23,6,FATAL,M,37,MOTO,AUTOMOVIL,ARGENTINA AV. y CORVALAN,AVENIDA,8,-34.67198790,-58.46713742
2017-0049,2017-04-27,18,FATAL,M,22,PEATON,TRANSPORTE PUBLICO,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",AVENIDA,8,-34.65554754,-58.43850413
2017-0050,2017-04-28,11,FATAL,M,46,MOTO,TRANSPORTE PUBLICO,SD,AUTOPISTA,9,.,.
2017-0050,2017-04-28,11,FATAL,M,16,MOTO,TRANSPORTE PUBLICO,SD,AUTOPISTA,9,.,.
2017-0051,2017-05-01,3,FATAL,M,33,AUTOMOVIL,AUTOMOVIL,SD,AUTOPISTA,7,.,.
2017-0052,2017-05-05,3,FATAL,F,47,PEATON,TRANSPORTE PUBLICO,"PAZ, GRAL. AV. y GOLETA SANTA CRUZ",GRAL PAZ,8,-34.68095739,-58.49413799
2017-0053,2017-05-05,20,FATAL,M,28,MOTO,TRANSPORTE PUBLICO,VIEYTES y VILLARINO,CALLE,4,-34.65326075,-58.37547846
2017-0054,2017-05-07,21,FATAL,F,20,MOTO,AUTOMOVIL,"DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",AVENIDA,15,-34.58689719,-58.48680218
2017-0055,2017-05-09,8,FATAL,M,32,AUTOMOVIL,AUTOMOVIL,DE LOS CONSTITUYENTES AV. 4900,AVENIDA,12,-34.57962262,-58.49563989
2017-0058,2017-05-09,23,FATAL,M,80,PEATON,MOTO,CORDOBA AV. y LIBERTAD,AVENIDA,1,-34.59915940,-58.38403232
2017-0059,2017-05-11,9,FATAL,F,39,PEATON,TRANSPORTE PUBLICO,BRASIL y LIMA,CALLE,1,-34.62693865,-58.38223382
2017-0060,2017-05-13,7,FATAL,M,30,MOTO,OTRO,"ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",AVENIDA,8,-34.67323292,-58.45966521
2017-0061,2017-05-15,13,FATAL,M,47,PEATON,MOTO,PARAGUAY y CALLAO AV.,AVENIDA,2,-34.59871111,-58.39303911
2017-0062,2017-05-15,16,FATAL,M,35,MOTO,TRANSPORTE PUBLICO,"JUSTO, JUAN B. AV. y SAN BLAS",AVENIDA,10,-34.63395999,-58.51262106
2017-0063,2017-05-17,10,FATAL,F,79,PEATON,TRANSPORTE PUBLICO,CHILE y 9 DE JULIO AV.,AVENIDA,1,-34.61646839,-58.38118367
2017-0064,2017-05-20,5,FATAL,M,61,TRANSPORTE PUBLICO,AUTOMOVIL,"MAIPU y PERON, JUAN DOMINGO, TTE. GENERAL",CALLE,1,-34.60582475,-58.37653284
2017-0065,2017-05-22,16,FATAL,M,21,BICICLETA,TRANSPORTE PUBLICO,SUAREZ AV. y HERRERA,AVENIDA,4,-34.64035082,-58.37709334
2017-0066,2017-05-22,18,FATAL,M,10,PEATON,TRANSPORTE PUBLICO,SAN MARTIN AV. y FRAGATA PRES. SARMIENTO,AVENIDA,15,-34.60409469,-58.46002142
2017-0067,2017-05-23,2,FATAL,M,21,MOTO,TRANSPORTE PUBLICO,"DIRECTORIO AV. y MORENO, JOSE MARIA AV.",AVENIDA,6,-34.62801894,-58.43381970
2017-0068,2017-05-27,19,FATAL,M,32,MOTO,OTRO,"RABANAL, FRANCISCO, INTENDENTE AV. 2950",AVENIDA,8,-34.66437532,-58.43580656
2017-0069,2017-05-24,14,FATAL,M,39,MOTO,SD,"PAZ, GRAL. AV. y SCHMIDL, ULRICO",GRAL PAZ,9,-34.65997463,-58.52173071
2017-0070,2017-05-30,13,FATAL,M,80,PEATON,AUTOMOVIL,NUEVA YORK 3696,CALLE,11,-34.59804273,-58.50791763
2017-0072,2017-06-03,23,FATAL,M,25,AUTOMOVIL,AUTOMOVIL,DE LOS CONSTITUYENTES AV. y VALLEJOS,AVENIDA,12,-34.58226957,-58.49175088
2017-0073,2017-06-04,9,FATAL,M,19,MOTO,AUTOMOVIL,CORRIENTES AV. y ECUADOR,AVENIDA,3,-34.60425669,-58.40781467
2017-0074,2017-06-04,12,FATAL,M,70,SD,SD,CASCO 133,CALLE,9,-34.63787791,-58.52567073
2017-0075,2017-06-12,22,FATAL,M,55,PEATON,MOTO,DE MAYO AV. y 9 DE JULIO AV.,AVENIDA,1,-34.60906385,-58.38154200
2017-0076,2017-06-13,14,FATAL,F,30,PEATON,TRANSPORTE PUBLICO,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",AVENIDA,2,-34.57805810,-58.38526125
2017-0077,2017-06-17,23,FATAL,F,60,MOTO,TRANSPORTE PUBLICO,FRAY JUSTO SANTAMARIA DE ORO 1930,CALLE,14,-34.58451712,-58.42934104
2017-0079,2017-06-19,16,FATAL,M,33,MOTO,TRANSPORTE PUBLICO,MEXICO y DEAN FUNES,CALLE,3,-34.61781124,-58.40657493
2017-0080,2017-06-22,10,FATAL,F,95,PEATON,TRANSPORTE PUBLICO,"ALBERDI, JUAN BAUTISTA AV. y ESCALADA AV.",AVENIDA,9,-34.64487785,-58.49525314
2017-0082,2017-06-25,22,FATAL,M,36,PEATON,AUTOMOVIL,ENTRE RIOS AV. y BRASIL,AVENIDA,4,-34.62932696,-58.39092851
2017-0083,2017-07-04,0,FATAL,M,37,MOTO,TRANSPORTE PUBLICO,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",AVENIDA,9,-34.64564271,-58.49603546
2017-0084,2017-07-05,12,FATAL,F,73,PEATON,TRANSPORTE PUBLICO,DEL LIBERTADOR AV. y RODRIGUEZ PEÃ‘A,AVENIDA,2,-34.58703485,-58.38502878
2017-0085,2017-07-07,14,FATAL,M,84,PEATON,TRANSPORTE PUBLICO,"TACUARI y GARCIA, MARTIN AV.",AVENIDA,4,-34.63150425,-58.37261143
2017-0086,2017-07-09,7,FATAL,F,30,PEATON,MOTO,RIVADAVIA AV. y MURGUIONDO,AVENIDA,9,-34.63905965,-58.51876802
2017-0087,2017-07-10,10,FATAL,F,73,PEATON,AUTOMOVIL,24 DE NOVIEMBRE 390,CALLE,3,-34.61516101,-58.41095567
2017-0088,2017-07-10,22,FATAL,M,43,PEATON,TRANSPORTE PUBLICO,PASEO COLON AV. y BRASIL AV.,AVENIDA,1,-34.62519403,-58.36797542
2017-0089,2017-07-13,12,LEVE - SIN LESIONES,M,23,SD,AUTOMOVIL,"LEGUIZAMON, MARTINIANO 901",CALLE,9,-34.64787051,-58.51514709
2017-0090,2017-07-15,5,FATAL,M,22,PEATON,AUTOMOVIL,"CHIVILCOY AV. y PAZ, GRAL. AV.",GRAL PAZ,11,-34.59171721,-58.51925642
2017-0091,2017-07-15,13,FATAL,M,58,MOTO,SD,"SUPERI y PAZ, GRAL. AV.",GRAL PAZ,12,-34.54321216,-58.48671535
2017-0092,2017-07-24,22,FATAL,M,66,PEATON,AUTOMOVIL,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA,1,-34.62282019,-58.38268809
2017-0093,2017-07-25,16,FATAL,M,30,PEATON,AUTOMOVIL,"LUGONES, LEOPOLDO AV. y PUENTE DISTRIBUIDOR SCALABRINI ORTIZ",AUTOPISTA,13,-34.54966288,-58.43633522
2017-0094,2017-07-27,8,FATAL,F,56,BICICLETA,TRANSPORTE PUBLICO,"HUGO, VICTOR 2639",CALLE,10,-34.61765855,-58.52640838
2017-0095,2017-08-06,8,FATAL,M,36,MOTO,AUTOMOVIL,"CORDOBA AV. y SALGUERO, JERONIMO",AVENIDA,14,-34.59778875,-58.41894306
2017-0096,2017-08-07,19,FATAL,M,87,PEATON,TRANSPORTE PUBLICO,CABILDO AV. y NUÃ‘EZ,AVENIDA,13,-34.54972741,-58.46756026
2017-0098,2017-08-08,12,FATAL,F,61,PEATON,AUTOMOVIL,"BONIFACIO, JOSE 2114",CALLE,7,-34.63132912,-58.45715752
2017-0099,2017-08-17,19,FATAL,M,28,BICICLETA,AUTOMOVIL,"FIGUEROA ALCORTA, PRES. AV. 5400",AVENIDA,14,-34.56213916,-58.42406784
2017-0100,2017-08-21,7,FATAL,F,16,MOTO,OTRO,REPUBLICA BOLIVARIANA DE VENEZUELA 2135,CALLE,3,-34.61512051,-58.39674470
2017-0101,2017-08-23,10,FATAL,F,61,PEATON,OTRO,"LACROZE, FEDERICO AV. y ZAPATA",AVENIDA,13,-34.57084818,-58.44537508
2017-0102,2017-08-24,1,FATAL,M,46,PEATON,TRANSPORTE PUBLICO,"IRIARTE, GRAL. AV. y ZAVALETA",AVENIDA,4,-34.65107080,-58.40056767
2017-0104,2017-08-25,9,FATAL,F,18,PEATON,TRANSPORTE PUBLICO,9 DE JULIO AV. y ESTADOS UNIDOS,AVENIDA,1,-34.61853244,-58.38109568
2017-0106,2017-08-31,19,FATAL,F,85,PEATON,TRANSPORTE PUBLICO,FRAY JUSTO SANTAMARIA DE ORO y GUEMES,CALLE,14,-34.58035258,-58.42533612
2017-0107,2017-09-01,11,FATAL,M,41,MOTO,TRANSPORTE PUBLICO,DEL LIBERTADOR AV. y JARAMILLO,AVENIDA,13,-34.54395182,-58.46062311
2017-0108,2017-09-02,4,FATAL,M,17,AUTOMOVIL,AUTOMOVIL,"PAZ, GRAL. AV. y MACHAIN",GRAL PAZ,12,-34.54795581,-58.49491054
2017-0108,2017-09-02,4,FATAL,M,10,AUTOMOVIL,AUTOMOVIL,"PAZ, GRAL. AV. y MACHAIN",GRAL PAZ,12,-34.54795581,-58.49491054
2017-0109,2017-09-04,21,FATAL,M,21,MOTO,AUTOMOVIL,DIRECTORIO AV. y PORTELA,AVENIDA,7,-34.63665402,-58.47130269
2017-0110,2017-09-06,14,FATAL,M,56,PEATON,TRANSPORTE PUBLICO,"LAVALLE y ALEM, LEANDRO N. AV.",AVENIDA,1,-34.60189492,-58.37048800
2017-0111,2017-09-07,18,FATAL,F,79,PEATON,TRANSPORTE PUBLICO,USPALLATA y PIROVANO,CALLE,4,-34.64234110,-58.42023854
2017-0112,2017-09-10,9,LEVE - SIN LESIONES,M,1,AUTOMOVIL,OTRO,AUTOPISTA 25 DE MAYO y VARELA AV.,AUTOPISTA,7,-34.63997430,-58.45807401
2017-0112,2017-09-10,9,FATAL,M,21,AUTOMOVIL,OTRO,AUTOPISTA 25 DE MAYO y VARELA AV.,AUTOPISTA,7,-34.63997430,-58.45807401
2017-0113,2017-09-11,6,FATAL,F,76,PEATON,TRANSPORTE PUBLICO,SANTA FE AV. y MAIPU,AVENIDA,1,-34.59573848,-58.37697717
2017-0114,2017-09-15,2,FATAL,M,26,AUTOMOVIL,OTRO,ALVEAR AV. y DEL LIBERTADOR AV.,AVENIDA,2,-34.58498660,-58.39100580
2017-0115,2017-09-19,18,LEVE - SIN LESIONES,M,34,MOTO,BICICLETA,PAVON AV. y TREINTA Y TRES ORIENTALES,AVENIDA,5,-34.63089661,-58.42182126
2017-0116,2017-09-20,22,FATAL,M,22,MOTO,OTRO,"PAZ, GRAL. AV. 5750",GRAL PAZ,12,-34.58075791,-58.51389422
2017-0118,2017-09-22,7,FATAL,F,26,MOTO,AUTOMOVIL,"VIEYTES y CRUZ, OSVALDO AV.",AVENIDA,4,-34.65232158,-58.37585415
2017-0120,2017-10-02,15,FATAL,M,20,MOTO,TRANSPORTE PUBLICO,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,AUTOPISTA,9,-34.66245085,-58.47297505
2017-0123,2017-10-10,1,FATAL,F,36,PEATON,AUTOMOVIL,ALBARIÃ‘O y ARGENTINA AV.,AVENIDA,8,-34.67216349,-58.46855503
2017-0124,2017-10-12,14,FATAL,M,51,MOTO,TRANSPORTE PUBLICO,"RAMIREZ DE VELASCO, JUAN 1211",CALLE,15,-34.59185043,-58.44254033
2017-0125,2017-10-13,6,FATAL,M,29,MOTO,OTRO,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y LARRAYA",AVENIDA,8,-34.67926929,-58.46622247
2017-0126,2017-10-14,6,LEVE - SIN LESIONES,M,39,AUTOMOVIL,OTRO,RIESTRA AV. y CAÃ‘ADA DE GOMEZ,AVENIDA,8,-34.68148508,-58.48003734
2017-0126,2017-10-14,6,FATAL,M,36,AUTOMOVIL,OTRO,RIESTRA AV. y CAÃ‘ADA DE GOMEZ,AVENIDA,8,-34.68148508,-58.48003734
2017-0127,2017-10-16,7,FATAL,M,24,MOTO,MOTO,GALLO y CORDOBA AV.,AVENIDA,2,-34.59800248,-58.41192137
2017-0128,2017-10-17,12,FATAL,F,60,PEATON,TRANSPORTE PUBLICO,"ARANGUREN, JUAN F., DR. 611",CALLE,6,-34.61349731,-58.44034689
2017-0129,2017-10-26,19,FATAL,M,57,MOTO,TRANSPORTE PUBLICO,AUTOPISTA PERITO MORENO y AUTOPISTA 25 DE MAYO,AUTOPISTA,9,-34.64925746,-58.47155277
2017-0130,2017-10-27,5,FATAL,M,23,AUTOMOVIL,TRANSPORTE PUBLICO,CHORROARIN y SAN MARTIN AV.,AVENIDA,15,-34.59967065,-58.47883099
2017-0132,2017-10-30,14,FATAL,M,23,MOTO,TRANSPORTE PUBLICO,"COSQUIN y ROCA, CNEL. AV.",AVENIDA,8,-34.69374130,-58.46552171
2017-0134,2017-11-06,18,FATAL,F,47,PEATON,TRANSPORTE PUBLICO,"ROCA, CNEL. AV. 3555",AVENIDA,8,-34.66777987,-58.44239720
2017-0135,2017-11-07,12,FATAL,M,24,MOTO,TRANSPORTE PUBLICO,WARNES AV. y PUNTA ARENAS,AVENIDA,15,-34.59626814,-58.47032551
2017-0136,2017-11-16,8,FATAL,M,55,PEATON,TRANSPORTE PUBLICO,"BARCO CENTENERA DEL y RABANAL, FRANCISCO, INTENDENTE AV.",AVENIDA,4,-34.65522746,-58.41827843
2017-0137,2017-11-17,11,FATAL,F,60,PEATON,TRANSPORTE PUBLICO,MOSCONI GENERAL AV. y SAN NICOLAS,AVENIDA,11,-34.59279388,-58.51280715
2017-0138,2017-11-19,10,FATAL,M,25,MOTO,OTRO,"LAFUENTE AV. y PERON, EVA AV.",AVENIDA,7,-34.64385704,-58.46258582
2017-0139,2017-11-19,22,FATAL,F,15,AUTOMOVIL,OTRO,"ROCA, CNEL. AV. y ESCALADA AV.",AVENIDA,8,-34.68003614,-58.45064148
2017-0140,2017-11-19,23,FATAL,M,24,MOTO,TRANSPORTE PUBLICO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA,4,.,.
2017-0141,2017-11-23,19,FATAL,F,22,PEATON,TRANSPORTE PUBLICO,"LA PLATA AV. y GOYENA, PEDRO AV.",AVENIDA,6,-34.62513374,-58.42717783
2017-0143,2017-11-25,21,FATAL,M,50,AUTOMOVIL,TRANSPORTE PUBLICO,"TRELLES, MANUEL R. y DIAZ, CESAR, GRAL.",CALLE,11,-34.60724519,-58.46442001
2017-0144,2017-11-26,6,FATAL,F,50,AUTOMOVIL,OTRO,"ROCA, CNEL. AV. y PAZ, GRAL. AV.",GRAL PAZ,8,-34.69843756,-58.47064556
2017-0145,2017-11-26,17,FATAL,M,58,MOTO,AUTOMOVIL,MAZA y DON BOSCO,CALLE,5,-34.61223119,-58.41677733
2017-0147,2017-11-28,11,FATAL,M,49,MOTO,AUTOMOVIL,"PAZ, GRAL. AV. y PERON, EVA AV.",GRAL PAZ,9,-34.67450313,-58.50251790
2017-0148,2017-11-29,10,FATAL,F,82,PEATON,TRANSPORTE PUBLICO,SAN JUAN AV. y LA RIOJA,AVENIDA,3,-34.62438894,-58.40708125
2017-0149,2017-11-30,12,FATAL,M,13,PEATON,TRANSPORTE PUBLICO,PASEO COLON AV. y MEXICO,AVENIDA,1,-34.61477051,-58.36947198
2017-0150,2017-12-04,1,FATAL,M,56,PEATON,AUTOMOVIL,RIVADAVIA AV. y MIRALLA,AVENIDA,9,-34.63934531,-58.51140889
2017-0151,2017-12-04,2,FATAL,M,35,PEATON,TRANSPORTE PUBLICO,VIEYTES y LUJAN,CALLE,4,-34.65559133,-58.37460912
2017-0152,2017-12-06,17,FATAL,M,19,BICICLETA,TRANSPORTE PUBLICO,CACHI y TRAFUL,CALLE,4,-34.65073916,-58.41146277
2017-0153,2017-12-11,2,FATAL,M,34,MOTO,TRANSPORTE PUBLICO,ROSARIO y LA PLATA AV.,AVENIDA,6,-34.61829385,-58.42855267
2017-0153,2017-12-11,2,FATAL,M,30,MOTO,TRANSPORTE PUBLICO,ROSARIO y LA PLATA AV.,AVENIDA,6,-34.61829385,-58.42855267
2017-0154,2017-12-11,9,FATAL,M,76,PEATON,TRANSPORTE PUBLICO,ENTRE RIOS AV. y CASEROS AV.,AVENIDA,4,-34.63412287,-58.39035581
2017-0155,2017-12-12,21,LEVE - SIN LESIONES,M,77,SD,MOTO,RIVADAVIA AV. 6350,AVENIDA,7,-34.62656868,-58.45593915
2017-0157,2017-12-17,9,FATAL,M,53,AUTOMOVIL,TRANSPORTE PUBLICO,"PAZ, GRAL. AV. y HUMAITA",GRAL PAZ,9,-34.64597065,-58.52866211
2017-0158,2017-12-18,21,FATAL,M,32,MOTO,AUTOMOVIL,"GUALEGUAYCHU y PAZ, GRAL. AV.",GRAL PAZ,11,-34.59407024,-58.52037476
2017-0159,2017-12-20,4,FATAL,M,27,MOTO,AUTOMOVIL,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",AVENIDA,1,-34.61799615,-58.38896772
2017-0160,2017-12-22,13,FATAL,F,30,PEATON,MOTO,NAZCA AV. 365,AVENIDA,7,-34.62771756,-58.47074114
2017-0161,2017-12-26,15,FATAL,F,30,PEATON,AUTOMOVIL,"PERON, EVA AV. 5249",AVENIDA,9,-34.65969965,-58.48200819
2018-0001,2018-01-01,22,FATAL,M,83,PEATON,MOTO,SAN JUAN AV. y RINCON,AVENIDA,3,-34.62297346,-58.39536773
2018-0002,2018-01-03,16,FATAL,F,26,BICICLETA,TRANSPORTE PUBLICO,PERU 937,CALLE,1,-34.61895467,-58.37456088
2018-0003,2018-01-05,10,FATAL,F,58,PEATON,OTRO,"PUEYRREDON, HONORIO, DR. AV. y GALICIA",AVENIDA,15,-34.60395657,-58.44860217
2018-0004,2018-01-09,9,FATAL,M,39,MOTO,OTRO,DEL LIBERTADOR AV. y MANZANARES,AVENIDA,13,-34.54332766,-58.46129513
2018-0005,2018-01-09,22,FATAL,M,54,PEATON,TRANSPORTE PUBLICO,PASEO COLON AV. 1019,AVENIDA,1,-34.61953517,-58.36907201
2018-0006,2018-01-10,21,FATAL,F,45,BICICLETA,TRANSPORTE PUBLICO,VALLE y BARCO CENTENERA DEL,CALLE,6,-34.62499107,-58.44062219
2018-0007,2018-01-11,2,FATAL,M,46,AUTOMOVIL,AUTOMOVIL,AUTOPISTA PERITO MORENO KM. 0.6,AUTOPISTA,9,-34.63601265,-58.52502765
2018-0008,2018-01-12,17,FATAL,F,32,MOTO,TRANSPORTE PUBLICO,"HUERGO, ING. AV. e INDEPENDENCIA AV.",AVENIDA,1,-34.61687778,-58.36659655
2018-0009,2018-01-14,2,FATAL,M,19,MOTO,MOTO,"PILCOMAYO y BROWN, ALTE. AV.",AVENIDA,4,-34.62763661,-58.36737389
2018-0010,2018-01-18,5,FATAL,M,40,MOTO,TRANSPORTE PUBLICO,"CERVANTES y BELAUSTEGUI, LUIS, DR.",CALLE,10,-34.63038658,-58.49807953
2018-0011,2018-01-19,10,FATAL,M,84,PEATON,TRANSPORTE PUBLICO,"CALLAO AV. y LOPEZ, VICENTE",AVENIDA,2,-34.59088447,-58.39092703
2018-0012,2018-01-26,13,FATAL,M,20,MOTO,TRANSPORTE PUBLICO,"OLIDEN y CHILAVERT, MARTINIANO, CORONEL",CALLE,8,-34.68049201,-58.46912006
2018-0013,2018-01-28,8,FATAL,M,44,MOTO,AUTOMOVIL,CONGRESO AV. y GALVAN,AVENIDA,12,-34.56786129,-58.48661286
2018-0014,2018-01-31,20,FATAL,M,22,PEATON,MOTO,"MORENO, PERITO AV. y RIVERA INDARTE AV.",AVENIDA,7,-34.65080597,-58.44074927
2018-0015,2018-02-06,1,FATAL,M,28,MOTO,TRANSPORTE PUBLICO,AUSTRALIA AV. 2800,AVENIDA,4,-34.64684275,-58.38636298
2018-0015,2018-02-06,1,FATAL,M,19,MOTO,TRANSPORTE PUBLICO,AUSTRALIA AV. 2800,AVENIDA,4,-34.64684275,-58.38636298
2018-0016,2018-02-15,10,FATAL,M,31,MOTO,TRANSPORTE PUBLICO,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",AVENIDA,1,-34.59276462,-58.37533517
2018-0017,2018-02-17,4,FATAL,M,35,PEATON,AUTOMOVIL,SAN PEDRITO AV. y RIVADAVIA AV.,AVENIDA,7,-34.63070603,-58.46963952
2018-0018,2018-02-17,7,FATAL,M,26,MOTO,TRANSPORTE PUBLICO,"ISABEL LA CATOLICA y SALVADORES, CNEL.",CALLE,4,-34.64543658,-58.37207554
2018-0019,2018-02-17,12,FATAL,F,80,PEATON,TRANSPORTE PUBLICO,LAS HERAS GENERAL AV. y CALLAO AV.,AVENIDA,2,-34.59176378,-58.39189441
2018-0020,2018-02-19,22,FATAL,M,26,MOTO,TRANSPORTE PUBLICO,"FERNANDEZ DE LA CRUZ F., GRAL. AV. y AUTOPISTA PRESIDENTE HECTOR J. CAMPORA",AUTOPISTA,8,-34.66518343,-58.45012957
2018-0021,2018-02-22,10,FATAL,F,62,PEATON,TRANSPORTE PUBLICO,"ALCORTA, AMANCIO AV. y ZAVALETA",AVENIDA,4,-34.64546845,-58.40184094
